12	1.0	Elling , portrayed with quiet fas@@ tidi@@ ousness by P@@ er Christian El@@ lef@@ sen
12	1.0	Elling ,
12	1.0	portrayed with quiet fas@@ tidi@@ ousness by P@@ er Christian El@@ lef@@ sen
12	1.0	portrayed with quiet fas@@ tidi@@ ousness
12	1.0	quiet fas@@ tidi@@ ousness
12	1.0	Christian
12	1.0	a truly singular character , one whose fra@@ il@@ ties are only slightly magni@@ fied versions of the ones that vex nearly everyone
12	1.0	a truly singular character ,
12	1.0	a truly singular character
12	1.0	truly
12	-1.0	fra@@ il@@ ties
12	-1.0	are only slightly magni@@ fied versions of the ones that vex nearly everyone
12	-1.0	magni@@ fied versions of the ones that vex nearly everyone
12	-1.0	of the ones that vex nearly everyone
12	-1.0	that vex nearly everyone
12	-1.0	vex nearly everyone
13	1.0	Comb@@ ines sharp comedy , old - fashioned monster movie atmospherics , and genuine heart to create a film that ' s not merely about kicking undead * * , but also about dealing with regret and , ultimately , finding redemption .
13	1.0	Comb@@ ines sharp comedy , old - fashioned monster movie atmospherics , and genuine heart to create a film that ' s not merely about kicking undead * * , but also about dealing with regret and , ultimately , finding redemption
13	1.0	Comb@@ ines sharp comedy , old - fashioned monster movie atmospherics , and genuine heart
13	1.0	sharp comedy , old - fashioned monster movie atmospherics , and genuine heart
13	1.0	sharp comedy , old - fashioned monster movie atmospherics , and
13	1.0	sharp comedy , old - fashioned monster movie atmospherics ,
13	1.0	sharp comedy , old - fashioned monster movie atmospherics
13	1.0	sharp comedy ,
13	1.0	sharp comedy
13	1.0	sharp
13	1.0	comedy
13	1.0	genuine heart
13	1.0	genuine
13	1.0	to create a film that ' s not merely about kicking undead * * , but also about dealing with regret and , ultimately , finding redemption
13	1.0	create a film that ' s not merely about kicking undead * * , but also about dealing with regret and , ultimately , finding redemption
13	1.0	create a film that ' s not merely about kicking undead * * ,
13	1.0	create a film that ' s not merely about kicking undead * *
13	1.0	create
13	1.0	a film that ' s not merely about kicking undead * *
13	-1.0	not
13	1.0	about kicking undead * *
13	-1.0	kicking undead * *
13	1.0	about dealing with regret and , ultimately , finding redemption
13	-1.0	with regret and , ultimately , finding redemption
13	1.0	regret and , ultimately , finding redemption
13	-1.0	regret and , ultimately ,
13	-1.0	regret and
13	-1.0	regret
13	1.0	redemption
14	1.0	With a large cast re@@ presenting a broad cross - section , Tavernier ' s film b@@ ounds along with the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes .
14	1.0	large cast
14	1.0	broad cross - section
14	1.0	, Tavernier ' s film b@@ ounds along with the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes .
14	1.0	Tavernier ' s film b@@ ounds along with the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes .
14	1.0	b@@ ounds along with the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes .
14	1.0	b@@ ounds along with the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes
14	1.0	with the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes
14	1.0	the rat - a - tat energy of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes
14	1.0	the rat - a - tat energy
14	1.0	energy
14	1.0	of `` His Girl Friday , ' ' maintaining a light touch while tackling serious themes
14	1.0	His Girl Friday , ' ' maintaining a light touch while tackling serious themes
14	1.0	maintaining a light touch
14	1.0	a light touch
14	1.0	touch
14	1.0	tackling serious themes
15	1.0	A tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man ' s tortured soul .
15	1.0	A tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man
15	-1.0	of horror and revenge
15	-1.0	horror and revenge
15	-1.0	horror
15	1.0	that is nearly perfect in its relentless descent to the depths of one man
15	1.0	is nearly perfect in its relentless descent to the depths of one man
15	1.0	is nearly perfect in its relentless descent
15	1.0	nearly perfect in its relentless descent
15	1.0	perfect in its relentless descent
15	1.0	perfect
15	-1.0	its relentless descent
15	-1.0	relentless descent
15	1.0	the depths of one man
15	1.0	the depths
15	-1.0	' s tortured soul .
15	-1.0	tortured
16	-1.0	It ' s an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise .
16	-1.0	' s an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise
16	-1.0	an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise
16	-1.0	an odd show , pregnant with moods ,
16	-1.0	an odd show
16	-1.0	stillborn except as a harsh conceptual exercise
16	-1.0	stillborn
16	-1.0	except as a harsh conceptual exercise
16	-1.0	harsh conceptual exercise
16	-1.0	harsh
17	1.0	Once folks started hanging out at the bar@@ ber@@ shop , they never wanted to leave .
17	-1.0	hanging
17	-1.0	out
17	1.0	never wanted to leave .
17	-1.0	wanted to leave .
17	-1.0	wanted to leave
17	-1.0	leave
18	-1.0	The movie sli@@ des downhill as soon as mach@@ o action conventions asser@@ t themselves .
18	-1.0	sli@@ des downhill as soon as mach@@ o action conventions asser@@ t themselves .
18	-1.0	sli@@ des downhill as soon as mach@@ o action conventions asser@@ t themselves
18	-1.0	downhill as soon as mach@@ o action conventions asser@@ t themselves
18	-1.0	downhill
18	-1.0	asser@@ t
19	-1.0	The filmmakers needed more emphasis on the storytelling and less on the glam@@ orous machine that thrusts the audience into a future they wo n ' t much care about .
19	-1.0	needed more emphasis on the storytelling and less on the glam@@ orous machine that thrusts the audience into a future they wo n ' t much care about
19	-1.0	needed more emphasis
19	1.0	needed
19	1.0	emphasis
19	1.0	the storytelling and
19	-1.0	on the glam@@ orous machine that thrusts the audience into a future they wo n ' t much care about
19	-1.0	the glam@@ orous machine that thrusts the audience into a future they wo n ' t much care about
19	1.0	glam@@ orous machine
19	1.0	glam@@ orous
19	-1.0	that thrusts the audience into a future they wo n ' t much care about
19	-1.0	thrusts the audience into a future they wo n ' t much care about
19	1.0	thrusts the audience
19	-1.0	into a future they wo n ' t much care about
19	-1.0	a future they wo n ' t much care about
19	-1.0	they wo n ' t much care about
19	-1.0	wo n ' t much care about
19	1.0	care
20	1.0	Serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 20xx .
20	1.0	does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 20xx .
20	1.0	does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 20xx
20	1.0	a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 20xx
20	1.0	a fine job
20	1.0	fine job
20	1.0	fine
20	1.0	capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 20xx
20	1.0	capturing the climate of the times and , perhaps unwittingly ,
20	1.0	capturing the climate of the times and , perhaps unwittingly
20	1.0	capturing
20	1.0	climate
20	-1.0	perhaps unwittingly
21	1.0	the tra@@ ining and dedication that goes into becoming a world - class f@@ encer
21	1.0	the tra@@ ining and dedication
21	1.0	tra@@ ining
21	1.0	dedication
21	1.0	that goes into becoming a world - class f@@ encer
21	1.0	into becoming a world - class f@@ encer
21	1.0	becoming
21	1.0	a world - class f@@ encer
21	1.0	world - class
21	1.0	the champion that ' s made a difference to N@@ Y@@ C inner - city youth
21	1.0	champion
21	1.0	made a difference
22	1.0	A living testament to the power of the eccentric and the strange .
22	1.0	to the power of the eccentric and the strange
22	1.0	the power
22	-1.0	strange
23	1.0	I enjoyed the movie in a superficial way , while never sure what its purpose was .
23	1.0	enjoyed
23	-1.0	the movie in a superficial way , while never sure what its purpose was
23	-1.0	the movie in a superficial way , while never sure
23	-1.0	in a superficial way , while never sure
23	-1.0	a superficial way , while never sure
23	1.0	a superficial way
23	1.0	purpose
24	1.0	Maggie G . makes an amazing breakthrough in her first starring role and eats up the screen .
24	1.0	makes an amazing breakthrough in her first starring role and eats up the screen .
24	1.0	makes an amazing breakthrough in her first starring role and eats up the screen
24	1.0	makes an amazing breakthrough in her first starring role and
24	1.0	makes an amazing breakthrough in her first starring role
24	1.0	makes an amazing breakthrough
24	1.0	an amazing breakthrough
24	1.0	amazing breakthrough
24	1.0	amazing
24	1.0	breakthrough
24	1.0	eats up the screen
25	1.0	Com@@ passionately explores the seemingly irre@@ conc@@ ilable situation between conservative Christian parents and their estranged gay and les@@ bian children .
25	1.0	explores the seemingly irre@@ conc@@ ilable situation between conservative Christian parents and their estranged gay and les@@ bian children .
25	-1.0	the seemingly irre@@ conc@@ ilable situation between conservative Christian parents and their estranged gay and les@@ bian children
25	-1.0	the seemingly irre@@ conc@@ ilable situation
25	-1.0	seemingly irre@@ conc@@ ilable
25	-1.0	irre@@ conc@@ ilable
25	1.0	conservative Christian parents and
25	1.0	conservative Christian parents
25	1.0	Christian parents
25	1.0	Christian
25	1.0	estranged gay and les@@ bian children
25	-1.0	estranged
25	-1.0	gay and les@@ bian children
25	-1.0	and les@@ bian children
25	1.0	children
26	-1.0	The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting rang@@ es from bad to bo@@ dac@@ ious .
26	-1.0	The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting rang@@ es from bad to bo@@ dac@@ ious
26	-1.0	The jokes are sophomoric , stereotypes are sprinkled everywhere and
26	-1.0	The jokes are sophomoric ,
26	-1.0	The jokes are sophomoric
26	-1.0	sophomoric
26	-1.0	stereotypes are sprinkled everywhere
26	-1.0	stereotypes
26	1.0	everywhere
26	-1.0	the acting rang@@ es from bad to bo@@ dac@@ ious
26	-1.0	rang@@ es from bad to bo@@ dac@@ ious
26	-1.0	rang@@ es from bad
26	-1.0	bad
26	1.0	to bo@@ dac@@ ious
26	1.0	bo@@ dac@@ ious
27	-1.0	It ' s petty th@@ i@@ every like this that puts flimsy flicks like this behind bars
27	-1.0	' s petty th@@ i@@ every like this that puts flimsy flicks like this behind bars
27	-1.0	petty th@@ i@@ every like this that puts flimsy flicks like this behind bars
27	-1.0	petty th@@ i@@ every
27	-1.0	petty
27	-1.0	like this that puts flimsy flicks like this behind bars
27	-1.0	this that puts flimsy flicks like this behind bars
27	-1.0	puts flimsy flicks like this behind bars
27	-1.0	flimsy flicks
27	-1.0	flimsy
27	1.0	behind bars
28	-1.0	A Lifetime movie
28	1.0	Lifetime movie
29	1.0	Not only is Undercover Brother as funny , if not more so , than both Austin Powers films , but it ' s also one of the smarter , savvier spoofs to come along in some time .
29	1.0	Not only is Undercover Brother as funny , if not more so , than both Austin Powers films
29	1.0	is Undercover Brother as funny , if not more so , than both Austin Powers films
29	1.0	as funny , if not more so , than both Austin Powers films
29	1.0	as funny , if not more so ,
29	1.0	as funny
29	1.0	funny
29	1.0	if not more so ,
29	-1.0	not
29	1.0	Austin Powers films
29	1.0	, but it ' s also one of the smarter , savvier spoofs to come along in some time .
29	1.0	, but it ' s also one of the smarter , savvier spoofs to come along in some time
29	1.0	it ' s also one of the smarter , savvier spoofs to come along in some time
29	1.0	' s also one of the smarter , savvier spoofs to come along in some time
29	1.0	one of the smarter , savvier spoofs to come along in some time
29	1.0	of the smarter , savvier spoofs to come along in some time
29	1.0	the smarter , savvier spoofs to come along in some time
29	1.0	the smarter ,
29	1.0	the smarter
29	1.0	smarter
29	1.0	savvier spoofs to come along in some time
29	1.0	spoofs
30	-1.0	This is as lax and limp a comedy as I ' ve seen in a while , a meander through worn - out material .
30	-1.0	is as lax and limp a comedy as I ' ve seen in a while , a meander through worn - out material .
30	-1.0	as lax and limp a comedy as I ' ve seen in a while , a meander through worn - out material
30	-1.0	lax and limp a comedy as I ' ve seen in a while , a meander through worn - out material
30	-1.0	lax and limp
30	-1.0	lax and
30	-1.0	lax
30	-1.0	a comedy as I ' ve seen in a while , a meander through worn - out material
30	1.0	comedy
30	-1.0	as I ' ve seen in a while , a meander through worn - out material
30	-1.0	I ' ve seen in a while , a meander through worn - out material
30	-1.0	' ve seen in a while , a meander through worn - out material
30	-1.0	seen in a while , a meander through worn - out material
30	-1.0	through worn - out material
30	-1.0	worn - out material
30	-1.0	worn - out
31	1.0	One of those staggeringly well - produced ,
31	1.0	One of those staggeringly well - produced
31	1.0	of those staggeringly well - produced
31	1.0	those staggeringly well - produced
31	1.0	staggeringly well - produced
31	1.0	well - produced
31	-1.0	joy@@ lessly extravagant pictures that keep whoo@@ shing you from one visual marvel to the next , hastily , emptily
31	-1.0	joy@@ lessly extravagant pictures
31	-1.0	joy@@ lessly
31	1.0	extravagant
31	-1.0	that keep whoo@@ shing you from one visual marvel to the next , hastily , emptily
31	-1.0	keep whoo@@ shing you from one visual marvel to the next , hastily , emptily
31	-1.0	whoo@@ shing you from one visual marvel to the next , hastily , emptily
31	1.0	whoo@@ shing you from one visual marvel
31	1.0	from one visual marvel
31	1.0	one visual marvel
31	1.0	visual marvel
31	1.0	marvel
31	-1.0	to the next , hastily , emptily
31	-1.0	the next , hastily , emptily
31	-1.0	, hastily , emptily
32	-1.0	(
32	1.0	Crystal and De Niro )
32	1.0	)
32	-1.0	to squeeze out some good laughs but not enough to make this silly con job sing
32	-1.0	out
32	1.0	some good laughs
32	1.0	good laughs
32	1.0	good
32	1.0	laughs
32	-1.0	not
32	1.0	make this silly con job sing
32	-1.0	this silly con job
32	-1.0	silly con job
32	1.0	silly
32	-1.0	con job
32	-1.0	con
33	1.0	Whether or not you ' re enli@@ ghtened by any of Derrida ' s lectures on `` the other ' ' and `` the self , ' ' Derrida is an undeniably fascinating and playful fellow .
33	-1.0	not
33	1.0	you ' re enli@@ ghtened by any of Derrida ' s
33	1.0	enli@@ ghtened by any of Derrida ' s
33	1.0	enli@@ ghtened
33	1.0	, ' ' Derrida is an undeniably fascinating and playful fellow .
33	1.0	' ' Derrida is an undeniably fascinating and playful fellow .
33	1.0	Derrida is an undeniably fascinating and playful fellow .
33	1.0	is an undeniably fascinating and playful fellow .
33	1.0	is an undeniably fascinating and playful fellow
33	1.0	an undeniably fascinating and playful fellow
33	1.0	undeniably fascinating and playful fellow
33	1.0	undeniably fascinating and playful
33	1.0	fascinating and playful
33	1.0	fascinating and
33	1.0	fascinating
33	1.0	playful
34	1.0	popcorn
35	-1.0	Stealing Harvard ca n ' t even do that much .
35	-1.0	ca n ' t even do that much .
35	-1.0	ca n ' t even do that much
35	-1.0	ca n ' t even
36	-1.0	Sup@@ posedly authentic account of a historical event that ' s far too tragic to merit such superficial treatment .
36	-1.0	authentic account of a historical event that ' s far too tragic to merit such superficial treatment .
36	-1.0	authentic account of a historical event that ' s far too tragic to merit such superficial treatment
36	1.0	authentic account of a historical event
36	1.0	authentic account
36	1.0	authentic
36	1.0	historical event
36	-1.0	that ' s far too tragic to merit such superficial treatment
36	-1.0	' s far too tragic
36	-1.0	far too tragic
36	-1.0	to merit such superficial treatment
36	-1.0	such superficial treatment
36	-1.0	superficial treatment
37	1.0	On the heels of The Ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight - ahead approach to creepiness .
37	1.0	comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight - ahead approach to creepiness
37	1.0	comes
37	1.0	a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight - ahead approach to creepiness
37	-1.0	a similarly morose and humorless horror movie
37	-1.0	similarly morose and humorless
37	-1.0	morose and humorless
37	-1.0	humorless
37	-1.0	horror
37	1.0	, although flawed , is to be commended for its straight - ahead approach to creepiness
37	-1.0	although flawed ,
37	-1.0	flawed
37	1.0	to be commended for its straight - ahead approach to creepiness
37	1.0	be commended for its straight - ahead approach to creepiness
37	1.0	commended for its straight - ahead approach to creepiness
37	1.0	commended for its straight - ahead approach
37	1.0	for its straight - ahead approach
37	1.0	its straight - ahead approach
37	1.0	straight - ahead approach
37	1.0	straight - ahead
37	-1.0	to creepiness
37	-1.0	creepiness
38	-1.0	... pitiful , slapdash disaster .
38	-1.0	pitiful , slapdash disaster .
38	-1.0	pitiful
38	-1.0	, slapdash disaster .
38	-1.0	slapdash disaster .
38	-1.0	slapdash disaster
38	-1.0	disaster
39	1.0	The film is powerful , accessible and funny .
39	1.0	is powerful , accessible and funny .
39	1.0	is powerful , accessible and funny
39	1.0	powerful , accessible and funny
39	1.0	powerful
39	1.0	, accessible and funny
39	1.0	accessible and funny
39	1.0	accessible and
39	1.0	accessible
39	1.0	funny
40	1.0	If it ' s unnerving suspense you ' re after - - you ' ll find it with Ring , an indisputably spooky film ; with a screenplay to die for .
40	1.0	If it ' s unnerving suspense you ' re after - - you ' ll find it with Ring , an indisputably spooky film ; with a screenplay to die for
40	1.0	it ' s unnerving suspense
40	1.0	unnerving suspense
40	1.0	you ' ll find it with Ring , an indisputably spooky film ; with a screenplay to die for
40	1.0	' ll find it with Ring , an indisputably spooky film ; with a screenplay to die for
40	1.0	find it with Ring , an indisputably spooky film ; with a screenplay to die for
40	1.0	find it with Ring , an indisputably spooky film ;
40	1.0	it with Ring , an indisputably spooky film ;
40	1.0	it with Ring , an indisputably spooky film
40	1.0	it with Ring ,
40	1.0	an indisputably spooky film
40	1.0	with a screenplay to die for
40	1.0	a screenplay to die for
40	1.0	screenplay to die for
40	1.0	to die for
40	1.0	die for
40	-1.0	die
41	-1.0	The film ' s needlessly opaque intro takes its do@@ e - eyed Crudup out of pre@@ -9 / 11 New York and onto a cross - country road trip of the H@@ om@@ er@@ ic kind .
41	-1.0	The film ' s needlessly opaque intro
41	-1.0	needlessly opaque intro
41	-1.0	needlessly
41	-1.0	out
41	1.0	of pre@@ -9 / 11 New York and onto a cross - country road trip of the H@@ om@@ er@@ ic kind
41	1.0	of pre@@ -9 / 11 New York and
41	1.0	New
41	1.0	onto a cross - country road trip of the H@@ om@@ er@@ ic kind
41	1.0	cross - country road trip
41	-1.0	road
41	1.0	kind
42	-1.0	What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .
42	-1.0	starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .
42	-1.0	starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points
42	-1.0	off
42	-1.0	as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points
42	-1.0	a satisfying kids flck becomes increasingly implausible as it races through contrived plot points
42	1.0	a satisfying kids flck
42	1.0	satisfying kids flck
42	1.0	satisfying
42	-1.0	becomes increasingly implausible as it races
42	-1.0	increasingly implausible as it races
42	-1.0	increasingly implausible as it
42	-1.0	implausible
42	-1.0	through contrived plot points
42	-1.0	contrived plot points
43	-1.0	Weighted down with slow , uninvolving storytelling and flat acting .
43	-1.0	Weighted down with slow , uninvolving storytelling and flat acting
43	-1.0	Weighted down with slow , uninvolving storytelling and
43	-1.0	Weighted down with slow , uninvolving storytelling
43	-1.0	Weighted down with slow ,
43	-1.0	Weighted down with slow
43	-1.0	Weighted down
43	-1.0	slow
43	-1.0	uninvolving storytelling
43	-1.0	uninvolving
43	-1.0	flat acting
43	-1.0	flat
44	-1.0	Some of Seagal ' s action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto - pilot .
44	-1.0	Some of Seagal ' s action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto - pilot
44	1.0	Some of Seagal ' s action pictures are guilty pleasures
44	1.0	Some of Seagal ' s action pictures
44	-1.0	Seagal
44	1.0	guilty pleasures
44	-1.0	guilty
44	1.0	pleasures
44	-1.0	this one is so formulaic that it seems to be on auto - pilot
44	-1.0	is so formulaic that it seems to be on auto - pilot
44	-1.0	so formulaic
44	-1.0	formulaic
44	-1.0	that it seems to be on auto - pilot
44	-1.0	it seems to be on auto - pilot
44	-1.0	seems to be on auto - pilot
45	1.0	A damn fine and a truly distinctive and a deeply pertinent film .
45	-1.0	A damn fine and a truly distinctive and a deeply pertinent film
45	1.0	A damn fine and
45	1.0	A damn fine
45	1.0	damn fine
45	-1.0	damn
45	1.0	fine
45	1.0	a truly distinctive and a deeply pertinent film
45	1.0	truly distinctive and a deeply pertinent film
45	1.0	truly distinctive and a deeply pertinent
45	1.0	truly distinctive and
45	1.0	truly distinctive
45	1.0	truly
45	1.0	distinctive
46	1.0	Warm and exotic .
46	1.0	Warm and exotic
46	1.0	Warm and
46	1.0	Warm
47	1.0	Jackie Chan movies are a guilty pleasure - he ' s easy to like and always leaves us laughing .
47	1.0	Jackie Chan movies are a guilty pleasure - he ' s easy to like and always leaves us laughing
47	1.0	Jackie Chan movies are a guilty pleasure -
47	1.0	Jackie Chan movies are a guilty pleasure
47	1.0	a guilty pleasure
47	-1.0	guilty
47	1.0	pleasure
47	1.0	he ' s easy to like and always leaves us laughing
